"filename", "language", "Dart", "comment", "blank", "total"
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/app.dart", "Dart", 85, 4, 7, 96
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/error/exceptions.dart", "Dart", 6, 11, 6, 23
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/error/failures.dart", "Dart", 54, 43, 14, 111
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/usecases/usecases.dart", "Dart", 10, 0, 4, 14
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/util/authentication.dart", "Dart", 0, 0, 1, 1
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/util/build_info.dart", "Dart", 7, 5, 2, 14
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/util/clothing_util.dart", "Dart", 1, 4, 2, 7
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/util/gender.dart", "Dart", 5, 6, 3, 14
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/util/goal_util.dart", "Dart", 12, 16, 9, 37
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/util/privilege_util.dart", "Dart", 22, 16, 2, 40
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/util/school_util.dart", "Dart", 5, 7, 3, 15
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/util/trophy_util.dart", "Dart", 1, 6, 2, 9
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/util/user_type_util.dart", "Dart", 9, 1, 1, 11
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/util/util.dart", "Dart", 7, 0, 1, 8
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/datasources/datasources.dart", "Dart", 2, 1, 2, 5
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/datasources/local/local_datasource.dart", "Dart", 0, 0, 1, 1
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/datasources/remote/firebase/grow_remote_datasource.dart", "Dart", 141, 46, 17, 204
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/admin/admin_model.dart", "Dart", 0, 0, 1, 1
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/background/background_model.dart", "Dart", 0, 0, 1, 1
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/child/child_model.dart", "Dart", 59, 14, 7, 80
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/child/child_model.freezed.dart", "Dart", 288, 14, 32, 334
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/child/child_model.g.dart", "Dart", 65, 4, 9, 78
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/child_user_model.dart", "Dart", 66, 4, 3, 73
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/clothing/clothing_model.dart", "Dart", 0, 0, 1, 1
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/goal/goal_model.dart", "Dart", 0, 0, 1, 1
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/models_bucket.dart", "Dart", 9, 0, 1, 10
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/parent/parent_model.dart", "Dart", 31, 14, 4, 49
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/parent/parent_model.freezed.dart", "Dart", 291, 14, 32, 337
"/Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/parent/parent_model.g.dart", "Dart", 68, 4, 9, 81
